"SaleDate"%"ItemDetails"%"BrandTier"%"SellerRating"%"DaysListed"%"ShippingMethod"%"DiscountApplied"%"FinalPrice"
"2023//06//28"%"Dress_VeryGood"%"Low"%4,26%15%"Economy"%"No"%"80.67 USD"
"2023//02//26"%"Jacket_VeryGood"%"Mid"%3,78%23%"Economy"%"Yes"%"122.09 USD"
"2023//11//02"%"Jacket_VeryGood"%"Low"%4,26%6%"Express"%"No"%"78.74 USD"
"2023//02//01"%"Shoes_VeryGood"%"Premium"%4,83%12%"Standard"%"No"%"171.69 USD"
"2023//08//10"%"Accessories_VeryGood"%"Low"%4,73%8%"Economy"%"No"%"61.09 USD"
"2023//12//01"%"Shoes_Good"%"Low"%4,97%20%"Standard"%"No"%"103.84 USD"
"2023//01//02"%"Shoes_VeryGood"%"Mid"%5%10%"Express"%"No"%"143.2 USD"
"2023//11//20"%"Dress_Good"%"Mid"%4,34%9%"Express"%"No"%"108.25 USD"
"2023//10//26"%"Shoes_New"%"Low"%4,15%10%"Standard"%"No"%"94.35 USD"
"2023//08//08"%"Accessories_Good"%"Low"%4,55%14%"Standard"%"No"%"59.09 USD"
"2023//11//08"%"Accessories_Good"%"Mid"%3,77%6%"Standard"%"No"%"60.14 USD"
"2023//05//09"%"Jacket_Fair"%"Mid"%4,3%12%"Express"%"No"%"92.93 USD"
"2023//07//21"%"Dress_Fair"%"Mid"%4,42%12%"Economy"%"No"%"33.87 USD"
"2023//03//20"%"Dress_New"%"Low"%4,47%14%"Economy"%"No"%"96.99 USD"
"2023//12//21"%"Shoes_VeryGood"%"Mid"%3,89%32%"Standard"%"Yes"%"90.78 USD"
"2023//02//27"%"Dress_VeryGood"%"Low"%3,96%6%"Standard"%"No"%"67.49 USD"
"2023//09//14"%"Shoes_New"%"Mid"%3,59%13%"Express"%"No"%"138.27 USD"
"2023//01//13"%"Shoes_Good"%"Mid"%5%31%"Economy"%"Yes"%"74.81 USD"
"2023//03//16"%"Dress_Good"%"Mid"%4,02%11%"Standard"%"No"%"72.04 USD"
"2023//06//12"%"Jacket_Good"%"Low"%3,6%15%"Express"%"No"%"118.14 USD"
"2023//06//08"%"Shoes_VeryGood"%"Low"%4,45%12%"Standard"%"Yes"%"58.69 USD"
"2023//04//12"%"Shoes_Good"%"Premium"%4,3%14%"Economy"%"No"%"122.02 USD"
"2023//11//15"%"Dress_VeryGood"%"Low"%3,58%28%"Economy"%"No"%"68.21 USD"
"2023//09//11"%"Dress_VeryGood"%"Low"%5%5%"Economy"%"No"%"85.1 USD"
"2023//01//08"%"Shoes_Good"%"Mid"%4,26%15%"Standard"%"Yes"%"127.62 USD"
"2023//11//16"%"Shoes_Good"%"Mid"%4,56%14%"Economy"%"No"%"114.76 USD"
"2023//02//20"%"Dress_VeryGood"%"Low"%4,4%27%"Economy"%"No"%"76.95 USD"
"2023//03//05"%"Dress_VeryGood"%"Low"%4,85%15%"Economy"%"No"%"81.95 USD"
"2023//07//03"%"Jacket_Fair"%"Mid"%4,6%9%"Standard"%"No"%"91.72 USD"
"2023//03//17"%"Jacket_New"%"Low"%5%13%"Economy"%"Yes"%"64.93 USD"
"2023//01//09"%"Accessories_New"%"Premium"%4,23%2%"Express"%"No"%"96.51 USD"
"2023//10//07"%"Jacket_Good"%"Premium"%4,03%13%"Economy"%"No"%"153.2 USD"
"2023//10//16"%"Jacket_Fair"%"Premium"%4,06%19%"Standard"%"Yes"%"105.41 USD"
"2023//04//06"%"Accessories_Good"%"Mid"%4,05%15%"Express"%"No"%"41.67 USD"
"2023//04//15"%"Jacket_Fair"%"Low"%4,47%9%"Standard"%"No"%"61.1 USD"
"2023//12//10"%"Dress_Fair"%"Low"%4,73%13%"Standard"%"No"%"56.76 USD"
"2023//07//21"%"Jacket_New"%"Low"%4,26%16%"Economy"%"No"%"85.5 USD"
"2023//10//04"%"Jacket_VeryGood"%"Premium"%4,13%3%"Standard"%"No"%"141.2 USD"
"2023//09//07"%"Jacket_VeryGood"%"Low"%4,4%11%"Standard"%"No"%"90.77 USD"
"2023//11//05"%"Dress_VeryGood"%"Low"%4,73%8%"Economy"%"No"%"67.76 USD"
"2023//12//23"%"Jacket_VeryGood"%"Mid"%4,44%13%"Standard"%"No"%"147.98 USD"
"2023//10//20"%"Jacket_New"%"Low"%4,64%13%"Economy"%"Yes"%"132.28 USD"
"2023//09//04"%"Dress_New"%"Mid"%4,51%8%"Standard"%"Yes"%"101.42 USD"
"2023//03//11"%"Jacket_Good"%"Low"%4,14%20%"Standard"%"No"%"89.85 USD"
"2023//07//05"%"Jacket_VeryGood"%"Mid"%4,15%5%"Express"%"No"%"176.09 USD"
"2023//03//08"%"Shoes_Good"%"Premium"%4,92%4%"Economy"%"Yes"%"159.11 USD"
"2023//10//02"%"Dress_Fair"%"Low"%4,61%11%"Standard"%"Yes"%"70.61 USD"
"2023//04//26"%"Jacket_New"%"Low"%3,66%18%"Express"%"No"%"141.72 USD"
"2023//06//03"%"Shoes_Good"%"Mid"%4,64%3%"Standard"%"Yes"%"123.06 USD"
"2023//02//07"%"Jacket_Good"%"Mid"%4,29%7%"Standard"%"Yes"%"99.28 USD"
"2023//02//26"%"Dress_New"%"Mid"%4,29%2%"Economy"%"Yes"%"120.08 USD"
"2023//06//20"%"Accessories_Good"%"Low"%4,27%13%"Standard"%"Yes"%"42.57 USD"
"2023//08//11"%"Shoes_VeryGood"%"Premium"%4,67%6%"Standard"%"No"%"173.19 USD"
"2023//06//15"%"Dress_Fair"%"Mid"%3,31%7%"Economy"%"Yes"%"47 USD"
"2023//12//09"%"Dress_Good"%"Low"%4,9%18%"Economy"%"No"%"88.24 USD"
"2023//03//24"%"Shoes_VeryGood"%"Mid"%5%11%"Economy"%"No"%"99.8 USD"
"2023//01//12"%"Jacket_Good"%"Low"%4,18%7%"Standard"%"Yes"%"68.79 USD"
"2023//11//11"%"Accessories_VeryGood"%"Low"%5%8%"Standard"%"No"%"40.3 USD"
"2023//10//07"%"Jacket_Fair"%"Low"%4,23%5%"Standard"%"No"%"46.3 USD"
"2023//11//07"%"Dress_Fair"%"Low"%4,48%5%"Standard"%"No"%"58.27 USD"
"2023//04//04"%"Jacket_Fair"%"Mid"%4,06%10%"Standard"%"No"%"81.35 USD"
"2023//07//25"%"Jacket_VeryGood"%"Premium"%4,34%7%"Standard"%"No"%"187.62 USD"
"2023//12//04"%"Jacket_Good"%"Low"%4,47%19%"Express"%"No"%"99.05 USD"
"2023//02//09"%"Shoes_Fair"%"Mid"%4,57%5%"Economy"%"Yes"%"67.99 USD"
"2023//03//13"%"Shoes_VeryGood"%"Mid"%3,97%27%"Economy"%"Yes"%"63.78 USD"
"2023//07//07"%"Accessories_Good"%"Mid"%4,57%22%"Standard"%"Yes"%"12.45 USD"
"2023//12//19"%"Shoes_New"%"Mid"%3,85%16%"Economy"%"No"%"153.13 USD"
"2023//08//18"%"Dress_VeryGood"%"Low"%4,15%7%"Standard"%"No"%"81.65 USD"
"2023//08//21"%"Accessories_Good"%"Low"%3,6%20%"Standard"%"No"%"14.55 USD"
"2023//12//15"%"Accessories_VeryGood"%"Mid"%4,59%10%"Economy"%"No"%"78.6 USD"
"2023//11//05"%"Jacket_VeryGood"%"Mid"%4,56%22%"Economy"%"Yes"%"137.83 USD"
"2023//06//15"%"Dress_Fair"%"Mid"%4,25%8%"Standard"%"No"%"66.47 USD"
"2023//07//09"%"Accessories_Good"%"Mid"%4,92%17%"Standard"%"Yes"%"29.6 USD"
"2023//02//03"%"Dress_New"%"Premium"%4,67%15%"Standard"%"No"%"170.72 USD"
"2023//11//25"%"Shoes_VeryGood"%"Low"%4,46%10%"Standard"%"No"%"93.91 USD"
"2023//07//23"%"Shoes_VeryGood"%"Low"%4,18%7%"Standard"%"No"%"114.06 USD"
"2023//03//03"%"Shoes_Good"%"Low"%4,33%25%"Economy"%"No"%"86.43 USD"
"2023//11//30"%"Accessories_Good"%"Mid"%4,01%31%"Express"%"Yes"%"25.09 USD"
"2023//05//14"%"Jacket_New"%"Low"%4,22%12%"Standard"%"No"%"131.49 USD"
"2023//04//08"%"Jacket_VeryGood"%"Mid"%3,8%10%"Economy"%"Yes"%"131.12 USD"
"2023//02//09"%"Jacket_Good"%"Low"%4,48%8%"Economy"%"No"%"86.77 USD"
"2023//12//09"%"Accessories_Good"%"Low"%4,31%17%"Standard"%"No"%"19.74 USD"
"2023//03//18"%"Dress_New"%"Mid"%4,37%30%"Standard"%"Yes"%"95 USD"
"2023//01//09"%"Accessories_Fair"%"Low"%4,25%17%"Economy"%"No"%"27.3 USD"
"2023//07//20"%"Jacket_Fair"%"Low"%4,93%8%"Standard"%"Yes"%"58.02 USD"
"2023//06//08"%"Accessories_VeryGood"%"Low"%5%14%"Standard"%"Yes"%"69.74 USD"
"2023//11//21"%"Shoes_Good"%"Mid"%3,57%10%"Economy"%"No"%"95 USD"
"2023//10//14"%"Shoes_VeryGood"%"Mid"%4,36%9%"Standard"%"No"%"158.94 USD"
"2023//04//01"%"Jacket_Fair"%"Low"%4,5%14%"Express"%"No"%"86.85 USD"
"2023//12//23"%"Jacket_Fair"%"Low"%4,36%3%"Standard"%"No"%"76.43 USD"
"2023//05//03"%"Jacket_New"%"Mid"%4,97%14%"Economy"%"Yes"%"150.69 USD"
"2023//01//05"%"Dress_VeryGood"%"Mid"%3,84%12%"Standard"%"No"%"90.27 USD"
"2023//05//25"%"Accessories_Fair"%"Mid"%4,15%33%"Economy"%"Yes"%"18.85 USD"
"2023//05//15"%"Shoes_Good"%"Low"%4,42%8%"Standard"%"No"%"72.99 USD"
"2023//08//04"%"Jacket_New"%"Low"%4,94%19%"Economy"%"No"%"103.26 USD"
"2023//03//15"%"Shoes_Fair"%"Premium"%4,43%29%"Standard"%"Yes"%"102.41 USD"
"2023//06//09"%"Accessories_New"%"Low"%4,26%10%"Standard"%"No"%"39.12 USD"
"2023//06//04"%"Shoes_VeryGood"%"Mid"%4,88%9%"Standard"%"Yes"%"123.39 USD"
"2023//08//17"%"Accessories_VeryGood"%"Mid"%4,51%10%"Standard"%"No"%"49.15 USD"
"2023//04//22"%"Accessories_Good"%"Mid"%4,3%13%"Economy"%"Yes"%"28.55 USD"
"2023//08//17"%"Accessories_Good"%"Mid"%4,41%5%"Economy"%"No"%"68.39 USD"
"2023//01//04"%"Shoes_VeryGood"%"Premium"%5%7%"Economy"%"Yes"%"147.67 USD"
"2023//01//25"%"Shoes_Good"%"Mid"%3,89%20%"Standard"%"No"%"115.71 USD"
"2023//12//27"%"Dress_Good"%"Low"%4,96%10%"Standard"%"No"%"114.6 USD"
"2023//11//09"%"Dress_Good"%"Low"%4,33%11%"Economy"%"No"%"64.88 USD"
"2023//12//26"%"Jacket_Fair"%"Mid"%4,23%22%"Economy"%"No"%"113.56 USD"
"2023//10//10"%"Shoes_Good"%"Low"%4,64%9%"Economy"%"No"%"70.05 USD"
"2023//01//17"%"Jacket_New"%"Low"%3,76%17%"Express"%"No"%"110.4 USD"
"2023//10//16"%"Shoes_New"%"Mid"%4,7%20%"Economy"%"Yes"%"129.84 USD"
"2023//11//10"%"Accessories_Good"%"Mid"%4,52%7%"Standard"%"No"%"49.04 USD"
"2023//07//20"%"Jacket_Fair"%"Mid"%4,7%13%"Standard"%"No"%"86.4 USD"
"2023//10//10"%"Shoes_Good"%"Mid"%5%8%"Standard"%"Yes"%"92.84 USD"
"2023//07//31"%"Jacket_Good"%"Low"%4,99%27%"Standard"%"No"%"93.95 USD"
"2023//06//26"%"Accessories_Good"%"Low"%4,31%13%"Economy"%"No"%"32.68 USD"
"2023//04//17"%"Dress_VeryGood"%"Mid"%3,99%8%"Economy"%"Yes"%"75.86 USD"
"2023//10//12"%"Jacket_Good"%"Low"%5%26%"Economy"%"No"%"63.35 USD"
"2023//03//23"%"Dress_Fair"%"Mid"%4,39%12%"Standard"%"No"%"67.65 USD"
"2023//05//14"%"Jacket_Good"%"Mid"%4,43%8%"Standard"%"No"%"127.73 USD"
"2023//07//01"%"Shoes_Fair"%"Mid"%4,68%20%"Economy"%"No"%"128.89 USD"
"2023//09//27"%"Jacket_Good"%"Mid"%4,29%31%"Standard"%"Yes"%"121.9 USD"
"2023//06//12"%"Dress_VeryGood"%"Mid"%3,71%8%"Standard"%"No"%"110.33 USD"
"2023//06//24"%"Shoes_VeryGood"%"Mid"%4,84%12%"Express"%"Yes"%"140.91 USD"
"2023//10//15"%"Jacket_VeryGood"%"Low"%4,26%14%"Standard"%"No"%"122.48 USD"
"2023//12//21"%"Shoes_VeryGood"%"Premium"%4,28%12%"Standard"%"Yes"%"171.96 USD"
"2023//09//20"%"Accessories_New"%"Low"%4,61%7%"Standard"%"No"%"43.77 USD"
"2023//02//20"%"Jacket_VeryGood"%"Low"%4,88%9%"Economy"%"No"%"127.03 USD"
"2023//02//15"%"Accessories_VeryGood"%"Low"%4,62%9%"Standard"%"Yes"%"31.18 USD"
"2023//01//26"%"Shoes_VeryGood"%"Low"%4,4%13%"Standard"%"No"%"112.05 USD"
"2023//04//30"%"Jacket_Good"%"Low"%4,6%24%"Economy"%"No"%"72.56 USD"
"2023//08//25"%"Accessories_Fair"%"Mid"%4,04%22%"Express"%"Yes"%"20.15 USD"
"2023//12//16"%"Jacket_New"%"Low"%4,66%14%"Standard"%"No"%"128.74 USD"
"2023//06//27"%"Accessories_Good"%"Mid"%3,71%10%"Express"%"No"%"38.8 USD"
"2023//04//06"%"Shoes_VeryGood"%"Low"%4,35%15%"Standard"%"Yes"%"121.26 USD"
"2023//03//11"%"Jacket_Fair"%"Mid"%4,35%13%"Standard"%"No"%"78.69 USD"
"2023//01//06"%"Dress_Good"%"Mid"%4,12%11%"Express"%"Yes"%"73.33 USD"
"2023//11//05"%"Dress_VeryGood"%"Low"%4,39%9%"Economy"%"No"%"82.82 USD"
"2023//11//22"%"Jacket_VeryGood"%"Low"%3,67%16%"Economy"%"No"%"86.43 USD"
"2023//09//13"%"Accessories_VeryGood"%"Low"%4,86%20%"Standard"%"No"%"42.56 USD"
"2023//11//22"%"Shoes_Fair"%"Low"%4,78%12%"Economy"%"No"%"57.43 USD"
"2023//10//05"%"Dress_Fair"%"Premium"%4,33%21%"Economy"%"Yes"%"82.99 USD"
"2023//12//23"%"Jacket_VeryGood"%"Mid"%4,26%7%"Standard"%"No"%"150.29 USD"
"2023//12//16"%"Accessories_Fair"%"Low"%4,22%7%"Express"%"No"%"32.34 USD"
"2023//04//08"%"Dress_VeryGood"%"Mid"%4,16%15%"Economy"%"No"%"98.61 USD"
"2023//09//28"%"Accessories_Good"%"Low"%3,98%18%"Standard"%"No"%"48.21 USD"
"2023//02//13"%"Jacket_Good"%"Premium"%4,34%9%"Economy"%"No"%"166.15 USD"
"2023//07//19"%"Accessories_Fair"%"Mid"%4,5%4%"Standard"%"No"%"46.77 USD"
"2023//05//22"%"Shoes_VeryGood"%"Low"%4,27%4%"Standard"%"No"%"95.53 USD"
"2023//11//06"%"Jacket_Good"%"Mid"%4,9%4%"Standard"%"No"%"127.16 USD"
"2023//11//24"%"Jacket_Good"%"Low"%4,78%9%"Standard"%"No"%"104.32 USD"
"2023//07//30"%"Shoes_Good"%"Low"%3,89%6%"Standard"%"No"%"68.45 USD"
"2023//01//26"%"Shoes_VeryGood"%"Low"%4,83%5%"Express"%"No"%"95.72 USD"
"2023//03//28"%"Dress_Good"%"Low"%4,07%6%"Economy"%"Yes"%"76.8 USD"
"2023//10//31"%"Jacket_VeryGood"%"Mid"%5%15%"Standard"%"Yes"%"136.26 USD"
"2023//12//25"%"Accessories_Fair"%"Low"%4,66%4%"Standard"%"No"%"33.98 USD"
"2023//04//08"%"Dress_Fair"%"Mid"%4,35%24%"Economy"%"No"%"25.13 USD"
"2023//09//23"%"Jacket_Fair"%"Mid"%4,43%14%"Economy"%"No"%"63.44 USD"
"2023//03//04"%"Shoes_VeryGood"%"Mid"%4,2%9%"Economy"%"Yes"%"121.21 USD"
"2023//05//09"%"Dress_VeryGood"%"Low"%4,38%8%"Express"%"Yes"%"62.73 USD"
"2023//01//16"%"Jacket_VeryGood"%"Premium"%4,45%6%"Economy"%"No"%"202.29 USD"
"2023//10//16"%"Shoes_Good"%"Mid"%4,15%24%"Economy"%"Yes"%"87.02 USD"
"2023//12//16"%"Shoes_Good"%"Low"%4,26%15%"Express"%"Yes"%"73.78 USD"
"2023//11//09"%"Shoes_Fair"%"Mid"%4,44%14%"Standard"%"Yes"%"79.49 USD"
"2023//07//26"%"Shoes_VeryGood"%"Low"%4,27%13%"Standard"%"No"%"86.5 USD"
"2023//10//20"%"Dress_VeryGood"%"Low"%4,03%36%"Standard"%"No"%"70.7 USD"
"2023//12//11"%"Jacket_Good"%"Low"%4,28%8%"Economy"%"No"%"123.78 USD"
"2023//12//25"%"Accessories_Good"%"Mid"%4,23%6%"Standard"%"Yes"%"41.28 USD"
"2023//10//05"%"Jacket_Good"%"Premium"%5%17%"Economy"%"Yes"%"153.98 USD"
"2023//05//24"%"Shoes_Fair"%"Mid"%5%18%"Standard"%"No"%"76.95 USD"
"2023//02//28"%"Jacket_VeryGood"%"Premium"%4,05%16%"Standard"%"No"%"198.23 USD"
"2023//08//28"%"Jacket_Fair"%"Mid"%4,79%21%"Standard"%"No"%"96.58 USD"
"2023//07//02"%"Shoes_Good"%"Premium"%4,56%13%"Economy"%"No"%"154.53 USD"
"2023//01//07"%"Jacket_VeryGood"%"Mid"%4,2%7%"Express"%"Yes"%"143.63 USD"
"2023//11//19"%"Dress_Fair"%"Mid"%3,81%22%"Economy"%"No"%"51.77 USD"
"2023//08//06"%"Dress_New"%"Low"%3,93%5%"Economy"%"Yes"%"59.99 USD"
"2023//03//11"%"Dress_Good"%"Premium"%4,76%7%"Standard"%"Yes"%"126.62 USD"
"2023//08//06"%"Shoes_New"%"Low"%4,33%8%"Standard"%"Yes"%"122 USD"
"2023//04//08"%"Shoes_Fair"%"Low"%4,73%14%"Economy"%"Yes"%"59.08 USD"
"2023//09//10"%"Shoes_New"%"Low"%4,43%11%"Economy"%"No"%"98.56 USD"
"2023//02//08"%"Dress_Good"%"Premium"%4,29%12%"Economy"%"No"%"114.51 USD"
"2023//05//05"%"Dress_Fair"%"Mid"%4,74%4%"Economy"%"No"%"58.57 USD"
"2023//12//21"%"Jacket_New"%"Low"%4,15%6%"Economy"%"No"%"99.47 USD"
"2023//10//06"%"Dress_New"%"Low"%4,77%14%"Economy"%"Yes"%"62.56 USD"
"2023//11//22"%"Shoes_VeryGood"%"Premium"%3,92%15%"Standard"%"Yes"%"145.45 USD"
"2023//04//11"%"Dress_Good"%"Mid"%4,53%18%"Express"%"No"%"79.51 USD"
"2023//11//21"%"Dress_VeryGood"%"Low"%3,65%24%"Standard"%"Yes"%"53 USD"
"2023//05//01"%"Shoes_New"%"Premium"%3,76%11%"Economy"%"Yes"%"171.43 USD"
"2023//12//31"%"Shoes_VeryGood"%"Low"%4,1%19%"Economy"%"No"%"75.73 USD"
"2023//06//03"%"Dress_Good"%"Low"%4,07%11%"Standard"%"Yes"%"51.34 USD"
"2023//12//19"%"Jacket_VeryGood"%"Low"%4,25%11%"Standard"%"No"%"90.17 USD"
"2023//01//19"%"Accessories_New"%"Low"%4,8%3%"Standard"%"Yes"%"45.38 USD"
"2023//11//28"%"Shoes_New"%"Premium"%4,36%15%"Standard"%"Yes"%"191.21 USD"
"2023//07//01"%"Jacket_Good"%"Low"%4,22%11%"Economy"%"No"%"101.91 USD"
"2023//01//21"%"Shoes_New"%"Low"%5%38%"Economy"%"No"%"89.79 USD"
"2023//03//13"%"Accessories_Good"%"Low"%4,14%5%"Economy"%"No"%"35.86 USD"
"2023//10//17"%"Shoes_VeryGood"%"Low"%3,93%3%"Standard"%"No"%"123.38 USD"
"2023//07//28"%"Shoes_Good"%"Mid"%4,45%13%"Economy"%"No"%"74.34 USD"
"2023//08//30"%"Jacket_Good"%"Mid"%5%9%"Express"%"No"%"152.04 USD"
"2023//05//07"%"Dress_VeryGood"%"Mid"%3,36%28%"Economy"%"Yes"%"44.52 USD"
"2023//05//17"%"Jacket_Good"%"Mid"%4,46%16%"Standard"%"Yes"%"128.35 USD"
"2023//09//12"%"Jacket_Good"%"Low"%4,48%15%"Economy"%"Yes"%"55.99 USD"
"2023//10//08"%"Shoes_Good"%"Mid"%4,55%29%"Standard"%"No"%"119.88 USD"
"2023//09//18"%"Accessories_Fair"%"Mid"%5%4%"Economy"%"Yes"%"62.25 USD"
"2023//08//21"%"Accessories_VeryGood"%"Mid"%4,23%23%"Standard"%"No"%"76.15 USD"
"2023//06//04"%"Dress_New"%"Low"%4,66%3%"Economy"%"No"%"115.36 USD"
"2023//06//01"%"Jacket_VeryGood"%"Mid"%3,75%6%"Express"%"No"%"140 USD"
"2023//01//29"%"Jacket_Good"%"Low"%4,22%12%"Standard"%"No"%"109.41 USD"
"2023//11//25"%"Jacket_VeryGood"%"Low"%5%14%"Economy"%"No"%"99.41 USD"
"2023//07//20"%"Jacket_New"%"Low"%4,08%11%"Standard"%"Yes"%"90.46 USD"
"2023//03//19"%"Shoes_Good"%"Low"%4,03%14%"Economy"%"No"%"103.32 USD"
"2023//06//05"%"Dress_New"%"Low"%4,47%16%"Economy"%"Yes"%"82.87 USD"
"2023//07//22"%"Accessories_VeryGood"%"Low"%4,97%4%"Economy"%"No"%"63.37 USD"
"2023//09//30"%"Dress_Good"%"Mid"%4,09%3%"Express"%"No"%"120.96 USD"
"2023//08//10"%"Shoes_VeryGood"%"Low"%3,99%15%"Economy"%"No"%"59.4 USD"
"2023//02//13"%"Shoes_VeryGood"%"Premium"%3,86%15%"Economy"%"No"%"128.76 USD"
"2023//10//30"%"Dress_Good"%"Mid"%4,79%7%"Economy"%"No"%"58.34 USD"
"2023//02//10"%"Shoes_Good"%"Low"%4,11%30%"Express"%"Yes"%"48.42 USD"
"2023//01//10"%"Dress_Good"%"Mid"%3,97%4%"Express"%"Yes"%"62.82 USD"
"2023//11//06"%"Jacket_Good"%"Premium"%4,14%3%"Standard"%"No"%"155.5 USD"
"2023//11//27"%"Shoes_VeryGood"%"Premium"%3,25%8%"Economy"%"No"%"174.52 USD"
"2023//03//18"%"Dress_VeryGood"%"Mid"%3,94%4%"Standard"%"No"%"110.44 USD"
"2023//11//27"%"Accessories_VeryGood"%"Low"%3,83%9%"Economy"%"No"%"31.68 USD"
"2023//07//19"%"Dress_Fair"%"Low"%4,28%8%"Economy"%"No"%"65.58 USD"
"2023//08//01"%"Shoes_Good"%"Low"%3,84%9%"Standard"%"No"%"61.7 USD"
"2023//11//17"%"Shoes_Good"%"Mid"%4,51%4%"Standard"%"No"%"74.07 USD"
"2023//03//31"%"Shoes_Good"%"Low"%4,23%34%"Express"%"Yes"%"67.08 USD"
"2023//05//04"%"Jacket_VeryGood"%"Mid"%4,35%5%"Economy"%"No"%"149.13 USD"
"2023//04//15"%"Accessories_Fair"%"Mid"%4,78%4%"Standard"%"No"%"52.55 USD"
"2023//08//09"%"Accessories_VeryGood"%"Low"%4,26%11%"Express"%"No"%"40.07 USD"
"2023//07//10"%"Accessories_VeryGood"%"Premium"%4,31%10%"Standard"%"No"%"73.12 USD"
"2023//10//03"%"Dress_VeryGood"%"Mid"%4,41%6%"Economy"%"No"%"89.96 USD"
"2023//01//16"%"Dress_Fair"%"Low"%5%12%"Economy"%"No"%"45.43 USD"
"2023//02//07"%"Dress_VeryGood"%"Mid"%4,11%2%"Economy"%"No"%"77.56 USD"
"2023//11//15"%"Shoes_Fair"%"Mid"%4,16%27%"Standard"%"Yes"%"26.55 USD"
"2023//01//20"%"Shoes_Good"%"Premium"%4,58%15%"Economy"%"No"%"142.36 USD"
"2023//07//08"%"Shoes_VeryGood"%"Low"%4,23%11%"Economy"%"Yes"%"72.05 USD"
"2023//06//19"%"Dress_Good"%"Low"%4,46%3%"Standard"%"No"%"72.99 USD"
"2023//10//01"%"Shoes_Good"%"Mid"%4,23%11%"Express"%"No"%"81.97 USD"
"2023//09//29"%"Jacket_Good"%"Low"%4,33%12%"Economy"%"No"%"78.61 USD"
"2023//09//21"%"Shoes_VeryGood"%"Mid"%4,4%14%"Economy"%"No"%"114.15 USD"
"2023//02//08"%"Dress_VeryGood"%"Low"%3,94%8%"Express"%"Yes"%"77.91 USD"
"2023//12//07"%"Jacket_VeryGood"%"Premium"%4,91%10%"Economy"%"No"%"184.9 USD"
"2023//11//16"%"Shoes_VeryGood"%"Low"%4,33%10%"Express"%"No"%"72.87 USD"
"2023//01//03"%"Jacket_VeryGood"%"Mid"%4,8%8%"Economy"%"Yes"%"143.11 USD"
"2023//01//25"%"Jacket_Good"%"Low"%4,93%2%"Economy"%"No"%"74.25 USD"
"2023//03//11"%"Jacket_VeryGood"%"Low"%4,56%5%"Standard"%"Yes"%"99.17 USD"
"2023//02//01"%"Jacket_New"%"Low"%4,22%7%"Standard"%"No"%"96.22 USD"
"2023//01//02"%"Accessories_Good"%"Low"%4,3%7%"Standard"%"Yes"%"33.99 USD"
"2023//12//24"%"Accessories_Good"%"Mid"%3,82%9%"Economy"%"Yes"%"7.45 USD"
"2023//08//29"%"Dress_Fair"%"Premium"%4,47%9%"Standard"%"No"%"96.71 USD"
"2023//10//10"%"Accessories_Good"%"Premium"%4,56%16%"Standard"%"No"%"52.92 USD"
"2023//07//30"%"Dress_VeryGood"%"Low"%4,66%7%"Economy"%"Yes"%"71.77 USD"
"2023//01//02"%"Shoes_VeryGood"%"Mid"%4,28%3%"Standard"%"No"%"130.43 USD"
"2023//08//16"%"Shoes_Good"%"Low"%3,82%7%"Economy"%"No"%"69.31 USD"
"2023//10//25"%"Jacket_Good"%"Low"%4,18%10%"Standard"%"No"%"100.08 USD"
"2023//05//15"%"Dress_Good"%"Mid"%4%4%"Economy"%"Yes"%"43.92 USD"
"2023//10//30"%"Shoes_New"%"Low"%4,52%8%"Economy"%"Yes"%"139.91 USD"
"2023//01//31"%"Dress_New"%"Premium"%4,09%3%"Express"%"Yes"%"146.03 USD"
"2023//09//07"%"Dress_Good"%"Mid"%4,14%11%"Economy"%"No"%"102.25 USD"
"2023//02//06"%"Jacket_VeryGood"%"Low"%4,6%39%"Economy"%"No"%"117.27 USD"
"2023//06//18"%"Shoes_Fair"%"Mid"%5%4%"Standard"%"No"%"88.65 USD"
"2023//12//08"%"Shoes_New"%"Premium"%3,7%6%"Standard"%"No"%"200.41 USD"
"2023//07//02"%"Dress_Good"%"Premium"%4,43%13%"Economy"%"Yes"%"130.76 USD"
"2023//03//16"%"Shoes_VeryGood"%"Low"%4,03%17%"Economy"%"No"%"100.15 USD"
"2023//09//23"%"Jacket_Good"%"Low"%4,14%15%"Economy"%"No"%"93.25 USD"
"2023//08//14"%"Shoes_Fair"%"Premium"%4,74%5%"Economy"%"No"%"95.4 USD"
"2023//12//22"%"Dress_Fair"%"Premium"%4,45%5%"Express"%"Yes"%"66.12 USD"
"2023//09//11"%"Jacket_Good"%"Low"%4,73%21%"Economy"%"No"%"94.3 USD"
"2023//08//23"%"Dress_VeryGood"%"Mid"%4,76%13%"Economy"%"No"%"91.02 USD"
"2023//10//23"%"Jacket_Fair"%"Low"%4,95%7%"Express"%"Yes"%"50.68 USD"
"2023//03//07"%"Jacket_VeryGood"%"Low"%5%8%"Standard"%"No"%"111.67 USD"
"2023//02//28"%"Shoes_Good"%"Mid"%3,85%8%"Economy"%"Yes"%"85.13 USD"
"2023//01//01"%"Shoes_VeryGood"%"Low"%3,91%11%"Economy"%"No"%"102.13 USD"
"2023//09//07"%"Jacket_Good"%"Mid"%4,21%15%"Standard"%"No"%"124.19 USD"
"2023//12//11"%"Dress_VeryGood"%"Mid"%3,97%16%"Standard"%"No"%"90.34 USD"
